,object_fourier_descriptor_09,object_hu_moment_1,object_hu_moment_3,object_fourier_descriptor_05,object_kurtosis,object_structure,object_area,object_fourier_descriptor_06,object_hu_moment_4,object_graymean,object_hu_moment_7,object_fourier_descriptor_02,object_fourier_descriptor_03,object_area_px,object_haul,object_fourier_descriptor_01,object_fourier_descriptor_07,object_fourier_descriptor_04,object_skewness,object_hu_moment_5,object_hu_moment_6,object_width,object_lenght,object_convexity,object_form,object_fourier_descriptor_10,object_index,object_dr._haardt_fluorescence_channel_a,object_conductivity,object_fourier_descriptor_08,object_hu_moment_2,taxon
34936,302.73074280000003,0.19053830300000002,0.0008598869999999999,1278.8656,-0.22007928300000001,11437.79814,0.654,917.2762546,8.85e-05,71.0,-2.32e-08,14636.99654,13308.99691,5035.0,53.0,98286.85716,972.1350865,7039.680904000001,1.2440199459999999,7.47e-09,-1.74e-06,0.0,0.0,4.11096096,6.759652857000001,557.857824,37073.0,3.386,31.785999999999998,999.5778482000001,0.00314023,bubble
44656,93.957336,0.160402388,3.34e-05,208.7435699,0.580979279,25205.130080000003,1.5959999999999999,78.50188299999999,2.65e-09,58.0,-1.25e-17,24095.026680000003,441.57789850000006,12283.0,10.0,97520.34439,230.97311519999997,134.6448081,1.5299220880000002,-7.87e-16,-8.070000000000001e-13,0.0,0.0,3.556746483,1.4128552859999999,122.1955934,44942.0,5.121,26.647,67.47298655,1.75e-05,bubble
37915,870.9812331,0.267913904,0.0014151510000000001,2307.825663,0.43549693799999994,9635.000657999999,0.45299999999999996,1258.148319,0.001025949,62.0,-1.23e-06,13783.766759999999,8031.492581999999,3486.0,53.0,85441.32437999999,638.1285275,3964.872387,1.469166159,-1.28e-07,-1.59e-05,0.0,0.0,54.1981926,7.652407984,188.3403838,40498.0,5.121,33.785,830.4975078,0.0071706669999999995,bubble
38801,125.95831170000001,0.16253674199999998,3.41e-05,130.2843407,-0.21941431399999997,22128.48843,1.554,71.94981356,3.17e-07,71.0,1.04e-12,23812.267000000003,504.03937750000006,11958.0,53.0,71493.4596,249.49818959999996,366.9047916,1.247736132,1.01e-13,9.29e-10,0.0,0.0,3.0148026939999997,1.401958614,52.84248586,41502.0,2.121,34.123000000000005,71.37583351,0.000804225,bubble
34865,645.0893436000001,0.172593788,0.000377891,1345.546136,-0.29590536100000003,12567.338240000001,0.845,1018.586523,2.15e-05,72.0,3.34e-10,16567.29464,7839.229864,6501.0,53.0,73226.10767,367.1211928999999,645.7694001,1.20540376,-1.92e-09,-7.21e-07,0.0,0.0,24.62160683,3.271668493,360.97178360000004,36995.0,5.121,31.447,644.9494236,0.00117651,bubble
38843,121.03036540000001,0.167426308,0.00018460200000000002,605.5220047,-0.21062779399999998,17025.970859999998,1.1059999999999999,1187.783858,9.49e-06,70.0,5.7000000000000003e-11,20280.143959999998,7211.490175,8514.0,53.0,77081.50285,948.5737578,1237.34636,1.251928126,-3.9300000000000004e-10,-1.62e-07,0.0,0.0,20.66995811,2.54668794,130.17060959999998,41544.0,5.121,34.15,619.9911655000001,0.000303982,bubble
39491,109.6914014,0.160615273,3.6200000000000006e-05,135.07557769999997,-0.22723688,17559.8856,1.256,275.4916315,1.7e-08,72.0,-4.92e-15,20048.87269,318.0782752,9663.0,53.0,68328.46261,281.5673663,194.8414678,1.240739252,1.24e-14,6.199999999999999e-11,0.0,0.0,3.504447222,1.5014543830000002,56.22888522,42254.0,2.197,34.077,113.26806289999999,0.000162844,bubble
35167,26.78511203,0.16017098,3.5799999999999996e-05,206.1996133,0.284253212,25770.24583,1.81,231.1561977,2.93e-08,64.0,2.65e-14,27011.850639999997,414.84685319999994,13929.0,53.0,82463.52072,258.1964984,271.9672916,1.4211777380000001,1.39e-14,5.92e-11,0.0,0.0,2.920251608,1.354897232,113.89217909999999,37343.0,5.121,33.37,179.6402716,0.000110841,bubble
38076,137.39011680000002,0.160661878,4.47e-05,21.82736166,-0.143387443,14422.484190000001,1.0290000000000001,110.52724340000002,2.51e-09,70.0,4.47e-16,16125.109330000001,496.985575,7920.0,53.0,57162.855070000005,139.8417522,190.21541409999998,1.27593909,-7.11e-16,-2.63e-11,0.0,0.0,3.6121099,1.520345848,115.5479794,40670.0,2.1590000000000003,33.858000000000004,199.4303956,0.000121685,bubble
37336,118.3279503,0.160687177,3.9399999999999995e-05,344.34249480000005,-0.039684092000000004,12769.56917,0.87,48.10641352,3.7400000000000004e-08,67.0,-2.04e-15,14688.039980000001,1526.8304150000001,6694.0,53.0,55463.024379999995,131.2248965,227.027769,1.31688134,-4.53e-14,-5.05e-11,0.0,0.0,4.239991665,1.618584569,86.63247534,39833.0,5.121,30.737,214.24049100000002,4.0600000000000004e-05,bubble
39524,226.8497454,0.170398784,0.00031416,589.4108176,0.017123006,10889.37611,0.7290000000000001,1141.989319,1.3000000000000001e-05,67.0,6.07e-11,16250.8009,6359.4711640000005,5606.0,53.0,67338.91505,1288.003145,562.200275,1.330747911,-8.25e-10,-4.2600000000000003e-07,0.0,0.0,19.58964348,3.492035347,302.4141222,42288.0,2.119,34.101,447.5351601,0.001094514,bubble
39632,51.74004485,0.16099298199999998,9.19e-05,74.35506922,-0.255903076,10203.02738,0.73,64.09339604,1.86e-08,71.0,2.04e-14,11465.1445,195.27749980000002,5617.0,53.0,44214.48082,178.79257280000002,78.52519532,1.2352509040000001,-1.31e-14,1.68e-11,0.0,0.0,2.760788202,1.4963413230000002,16.99222971,42397.0,5.121,33.861999999999995,54.36149207,2.6600000000000003e-05,bubble
37343,101.6887155,0.172093258,0.000357346,572.767462,-0.48239216100000004,11284.45967,0.721,792.4483518999999,2.0300000000000002e-05,75.0,4.26e-11,14002.50458,4222.755602,5551.0,53.0,62339.917870000005,458.6884477,1297.8409359999998,1.130018502,-1.7199999999999999e-09,-6.12e-07,0.0,0.0,21.00889206,2.49269564,320.4199809,39840.0,5.121,30.737,58.22179258,0.000919905,bubble
46842,104.9117263,0.1686375,0.000282288,156.5912769,-0.36948422700000005,2420.798206,0.188,15.90696381,6.46e-06,76.0,-7.5e-11,3279.399703,687.7366811,1448.0,10.0,31423.41765,43.53135459,314.5831397,1.118633011,-2.65e-10,-1.59e-07,0.0,0.0,8.565807343,1.963014095,36.70653132,47128.0,4.635,0.0028,43.63260444,0.000607178,bubble
46767,392.79423639999993,0.185746909,0.00045141699999999996,374.3960863,1.29558699,5957.437197,0.182,714.631616,6.45e-05,51.0,-1.09e-08,6024.457732,1388.3434220000001,1399.0,10.0,67249.85562999999,166.3930091,883.1029602,1.695209873,-1.29e-09,-4.75e-07,0.0,0.0,26.34825897,5.860851557,210.929431,47053.0,4.635,0.0028,194.8921631,5.550000000000001e-05,bubble
39354,60.43565374,0.160364046,4.04e-05,299.9570367,-0.019640768,19007.69135,1.29,77.53922016,3.3899999999999997e-09,67.0,-9.570000000000001e-17,20246.557419999997,1289.477295,9923.0,53.0,64371.80123,133.3133242,109.47236229999999,1.324360456,-1.25e-15,-6.3e-12,0.0,0.0,4.91934967,1.441640895,69.65626696,42106.0,2.9,34.146,180.54718730000002,2.7000000000000002e-05,bubble
46037,43.05410198,0.161446778,5.18e-05,76.66258264,-0.105739611,5732.164697,0.40700000000000003,35.03369805,1.1499999999999999e-08,68.0,7.21e-15,6342.836909000001,295.48582200000004,3128.0,10.0,42144.27141,80.32303428,137.7819783,1.3002709270000001,5.11e-15,1.05e-12,0.0,0.0,2.51244092,1.404873924,29.6551115,46323.0,2.187,25.538,36.89369933,2.97e-05,bubble
34491,49.41414389,0.160086488,1.9699999999999998e-05,164.6588333,-0.18828325199999998,22145.445819999997,1.585,322.29373280000004,2.42e-09,69.0,-4.96e-16,23956.31363,413.3370641,12196.0,53.0,60936.58376,286.3952753,148.304766,1.262712252,-1.8000000000000002e-16,2.1e-11,0.0,0.0,3.613576412,1.321222568,142.8349544,36552.0,2.116,31.543000000000003,134.7776524,9.04e-05,bubble
46762,50.82852616,0.17483538399999998,0.000249841,51.91931789,0.033215003,1361.3714929999999,0.106,90.4303702,1.4099999999999999e-05,71.0,7.6e-10,1906.238245,295.574846,814.0,10.0,22828.94244,64.89758817,104.270735,1.2669048040000002,-3.51e-10,-5.46e-07,0.0,0.0,6.656402588,1.9990149469999998,13.82314765,47048.0,4.635,0.0028,48.12883694,0.0031050970000000002,bubble
46884,12.077948199999998,0.16369794,8.13e-05,36.86433838,-0.34072417899999996,1966.6338859999998,0.154,88.03507172,1.03e-08,75.0,9.15e-15,2335.669516,55.55846962,1187.0,10.0,38301.89297,54.67313759,33.58838919,1.1139782740000002,-2.44e-15,3.08e-11,0.0,0.0,3.517987728,1.332772054,25.95435707,47170.0,4.635,0.0028,11.08636785,2.9299999999999997e-05,bubble
37101,36.43199383,0.160374606,4.39e-05,114.661561,-0.008846628,17350.30194,1.182,40.59258945,5.879999999999999e-10,67.0,-9.300000000000001e-17,17468.21928,520.1859432,9092.0,53.0,54058.77273,242.86233219999997,135.4107763,1.329159246,-1.6e-17,2.1e-12,0.0,0.0,3.0131881239999996,1.358630588,40.13946594,39576.0,2.137,30.973000000000003,39.55582918,2.5300000000000002e-05,bubble
39007,604.695104,0.159606771,1.74e-05,773.1294486,0.7000190359999999,50019.6119,3.4960000000000004,835.5303827,7.83e-09,61.0,-1.63e-15,53156.57921,3059.29375,26902.0,53.0,138012.1241,398.39133050000004,1611.644588,1.5513610919999998,2.38e-15,3.8899999999999996e-11,0.0,0.0,3.920176744,1.2343798940000001,344.9521227,41718.0,2.155,34.181999999999995,609.2756423999999,2.58e-05,bubble
37354,182.07503280000003,0.16845381399999998,0.000233301,274.7306085,-0.31808863800000003,11293.79162,0.7440000000000001,684.1871072,1.0300000000000001e-05,71.0,-3.99e-11,14769.24481,5433.483929,5725.0,53.0,66594.27303,630.1652202,755.2807541,1.2071549609999999,-5.04e-10,-2.2e-07,0.0,0.0,19.79527664,2.928318098,132.61933870000001,39851.0,5.121,30.737,381.9665695,0.000472256,bubble
40297,223.10895010000002,0.18361991600000002,0.000364636,582.4396389999999,-1.4458556319999998,2623.321063,0.20800000000000002,239.0414031,6.04e-06,110.0,2.58e-10,4633.671340999999,377.45354280000004,1597.0,53.0,31737.29776,35.42891283,589.6234625,0.512933162,1.18e-10,1.0699999999999999e-07,0.0,0.0,12.00112629,2.9180597969999997,230.40626319999998,43113.0,5.121,32.683,272.278856,0.0009002260000000001,bubble
38810,723.7947886,0.28911700100000004,0.0027048909999999996,3490.1912520000005,0.2598107,17386.9013,0.835,3774.369649,0.0008137530000000001,65.0,1.16e-06,24392.102730000002,14667.90459,6425.0,53.0,121992.2232,1669.8098109999999,4076.457679,1.4044949690000001,-3.3100000000000004e-07,-4.6399999999999996e-05,0.0,0.0,3.752252579,7.285946322999999,652.5008166,41511.0,2.121,34.123000000000005,2193.455122,0.015931168,bubble
40138,621.0332009,0.232161953,0.001891818,2954.678877,0.5005571010000001,43680.259360000004,2.416,7191.646288,0.00048822199999999996,60.0,-1.01e-08,52212.26625,31201.86582,18591.0,2.0,163469.37900000002,3541.732121,7204.941790000001,1.5034817719999998,4.69e-07,7e-05,0.0,0.0,79.62270355,4.018955289,916.2172097000001,40139.0,5.121,31.386999999999997,1838.058223,0.020544893,bubble
39654,934.1283758,0.17008847600000002,0.00024681,999.6901793,-0.321852362,13215.0237,0.875,896.7908474999999,1.57e-05,72.0,3.09e-10,16649.0845,8094.958745999999,6734.0,53.0,69389.60598,268.7360627,891.2174265000001,1.20780303,-9.29e-10,-4.02e-07,0.0,0.0,23.94701385,2.942363677,357.6324285,42419.0,5.121,33.861999999999995,841.6788387,0.0007140989999999999,bubble
46031,107.98799960000001,1.904494053,5.477699273,405.246977,3.132532044,6389.010482,0.055999999999999994,357.5510118,4.882809488,37.0,0.192340307,6129.614706,995.9775168,434.0,10.0,56681.50967000001,114.2294327,849.441456,2.238788612,25.251731600000003,8.674722433,0.0,0.0,20.60175133,16.50141366,44.71527708,46317.0,2.187,25.538,239.57644390000002,3.1897583939999996,bubble
35715,204.1089275,0.160351782,1.5399999999999998e-05,457.4104194,0.26688322800000003,38135.17663,2.498,367.222355,4.3300000000000004e-08,63.0,1.99e-14,37646.54826,1418.611878,19222.0,53.0,98814.76677999999,428.5525512,131.5560188,1.426640865,2.92e-14,4.73e-10,0.0,0.0,3.4048647880000003,1.363934715,159.3493234,37974.0,5.121,34.491,262.0684309,0.000120315,bubble
42710,371.427368,0.18746125600000002,0.000203321,1073.8669960000002,0.38318327,11141.76936,0.723,1857.019678,4.29e-05,61.0,3.7000000000000007e-10,18505.057,6149.479377000001,5563.0,10.0,84663.19801000001,586.6763425,4385.210816,1.467557019,-3.99e-09,-2.56e-06,0.0,0.0,3.0502662660000004,4.550064148,811.9249831000001,42996.0,5.121,26.641,754.1728519,0.004253791,bubble
39526,441.7922389,0.18230578600000003,0.000221162,822.2003209,-0.036162018,8659.527489,0.625,948.7950605000001,2.07e-05,68.0,-2.55e-10,14865.9368,4284.930865,4807.0,53.0,51373.99156,438.8261029,2373.0836870000003,1.301974867,-1.3800000000000002e-09,-1.46e-06,0.0,0.0,2.472490072,3.3969617239999996,297.9710508,42290.0,2.119,34.101,270.69204260000004,0.004987419,bubble
39745,566.9256217,0.159709044,1.4400000000000001e-05,1880.144341,1.457199984,115199.0671,6.912999999999999,2280.859636,5.379999999999999e-09,53.0,-6.629999999999999e-17,104234.9101,4763.050587,53191.0,53.0,233447.0618,583.4304294,755.531752,1.7697016669999999,-1.5e-15,-3.98e-11,0.0,0.0,15.64938736,1.335961163,447.1453176,42515.0,3.784,33.463,409.4473866,6.0599999999999996e-05,bubble
34878,65.51931736,0.161579525,0.000133387,128.8292773,-0.35028457399999996,7613.897154,0.547,60.04176673,7.06e-08,73.0,2.08e-13,8818.835417,116.68251399999998,4208.0,53.0,35728.07784,132.41364769999998,188.19264630000004,1.190826247,-6.07e-14,9.170000000000002e-11,0.0,0.0,3.260225058,1.5793861519999999,38.44057731,37008.0,5.121,31.447,53.18906969,6.55e-05,bubble
40163,4531.162464,0.701145428,0.011031702,8935.022943,0.453115857,32337.076510000003,0.748,8208.68729,0.001457809,64.0,3.18e-06,38693.03037,36897.26718,5754.0,53.0,245065.6158,5341.324885,11701.79481,1.492583426,4.9000000000000005e-06,9.429999999999999e-05,0.0,0.0,131.1865997,21.99017508,1723.673509,42968.0,5.121,32.751,3784.4283520000004,0.027679166,bubble
39441,47.19948374,0.161091224,3.79e-05,438.34185650000006,0.283250283,24226.10023,1.686,228.3213195,8.380000000000001e-08,63.0,-1.1900000000000002e-13,25729.1718,1299.105923,12977.0,53.0,78426.75244,170.5816094,144.98660569999998,1.4206065890000001,9.08e-14,8.28e-10,0.0,0.0,3.086378098,1.3430301830000002,111.6644663,42203.0,2.197,34.077,183.90560359999998,0.00037789999999999997,bubble
34890,189.1138291,0.17059775300000002,0.00029002,243.744777,-0.6776031109999999,7860.658651000001,0.498,452.3474055,1.24e-05,79.0,-2.49e-11,9962.208131,2481.1879719999997,3833.0,53.0,46283.92455,334.0078329,919.3517204,1.039577021,-7.439999999999999e-10,-4.1e-07,0.0,0.0,12.80547523,2.6310527059999997,49.88102828,37020.0,5.121,31.447,302.3902199,0.0010919010000000002,bubble
39979,313.58455560000004,0.185866682,0.00036729300000000004,1237.75098,-0.78738779,10023.069,0.784,494.2016216,2.1899999999999997e-05,82.0,-5.72e-10,16779.4783,3224.67646,6032.0,53.0,52728.28961,746.0427151,1181.109958,0.98634337,-1.88e-09,-1.69e-06,0.0,0.0,25.0,2.507725621,86.42827165,42769.0,2.274,33.343,417.1914555,0.006852883000000001,bubble
39308,1181.18356,0.183546143,0.00035094699999999995,4187.80595,-0.234640568,28548.250939999998,1.716,2013.531479,4.7799999999999996e-05,73.0,-4.94e-09,35679.40554,37453.03618,13203.0,53.0,195078.4402,2326.918713,17894.90972,1.219534473,3.74e-09,-7.459999999999999e-07,0.0,0.0,9.676569939,7.425773628,2378.537555,42057.0,5.121,34.181999999999995,4160.8544600000005,0.0007106460000000001,bubble
40120,76.74007775,0.160576408,5.47e-05,195.12819009999998,0.549339493,40103.90103,2.647,119.16579809999999,8.41e-08,60.0,-8.63e-14,40394.60179,482.4718412,20369.0,53.0,113082.2685,276.33099710000005,546.7802159,1.511800819,1.58e-13,7.96e-10,0.0,0.0,3.773627996,1.45841487,48.04616108,42925.0,2.131,33.275,124.28989809999999,0.000142015,bubble
39123,498.3977455,0.173245517,0.00024209,2499.557546,-0.395413749,13753.661580000002,0.902,609.05251,2.24e-05,74.0,-2.77e-11,18395.17776,9383.379077,6937.0,53.0,90732.2824,951.2339486,2658.224127,1.181773966,-1.65e-09,-8.41e-07,0.0,0.0,29.45145607,3.779379141,48.06048971,41842.0,2.112,34.183,770.4602235,0.001412906,bubble
42628,3.1736094230000003,0.161865838,3.27e-05,3.234826366,-0.9333512690000001,191.63322390000002,0.025,3.144263137,3.8100000000000004e-07,90.0,-1.04e-12,378.4499872,9.001847207,194.0,10.0,8493.155185,4.930893276,9.277126053,0.911079467,-8.57e-13,-4.7e-09,0.0,0.0,1.2649110559999999,1.286301261,2.3744530459999997,42914.0,2.151,26.689,1.6871675730000002,0.00045842699999999997,bubble
35638,3769.9497380000003,0.202596647,0.001468677,5269.6690149999995,2.0084934359999997,70026.78779,2.802,5110.651913000001,0.00067741,48.0,4.3e-07,75652.7114,37499.02822,21558.0,53.0,212441.9855,1447.262301,7270.787138,1.90460025,5.21e-07,4.28e-05,0.0,0.0,95.65932465,5.227015966000001,2153.82178,37891.0,2.117,34.529,4837.546968,0.004997276,bubble
39639,60.29259423,0.16081778800000002,8.25e-05,119.6728492,-0.445426087,9905.21682,0.72,22.13879765,1.8300000000000002e-08,74.0,3.22e-16,10784.68032,91.91786499,5541.0,53.0,41294.870010000006,136.7747098,71.50438349,1.159842812,-2.24e-14,-6.15e-11,0.0,0.0,2.459632635,1.353495986,12.36094723,42404.0,5.121,33.861999999999995,58.39579874,1.77e-05,bubble
40383,31.88028496,0.162680522,9.159999999999999e-05,55.78676895,-0.864842353,2234.107343,0.16,66.92672546,2.61e-07,83.0,3.4999999999999997e-13,2530.357023,43.63972752,1228.0,53.0,17672.03531,39.55580206,36.42856774,0.91374029,1.23e-12,2.58e-09,0.0,0.0,2.394260645,1.57695464,16.30782745,43199.0,5.121,32.683,58.46928497,0.00012969700000000002,bubble
40131,368.82780410000004,0.368771333,0.000699886,943.7289870999999,-0.05597747,14132.74325,0.502,1809.498078,0.001284418,71.0,-6.02e-07,21114.098009999998,9234.219095,3866.0,2.0,109136.9346,867.8485975,5006.23813,1.285351804,-1.06e-06,6.17e-06,0.0,0.0,70.7106781,10.05682454,1395.293166,40132.0,5.121,31.386999999999997,1586.08219,0.023357925,bubble
38431,570.7965740000001,0.169560593,0.00022110900000000001,1137.841495,-0.001867156,16465.66334,0.971,1661.464649,1.1599999999999999e-05,67.0,-4e-14,20997.95397,8385.534345999999,7472.0,53.0,90412.50126,520.2055776000001,1551.7686410000001,1.332124974,-5.879999999999999e-10,-2.79e-07,0.0,0.0,24.06195259,3.644544358,637.4711238,41094.0,2.96,33.969,152.6959502,0.000575711,bubble
35134,453.3677505,0.172548667,0.00033655199999999994,1189.638197,-0.479303542,8579.452178,0.568,596.1097999,2.0600000000000003e-05,75.0,-2.48e-11,11433.50205,5348.389838,4370.0,53.0,59325.11795,183.2414071,442.4779412,1.146400315,-1.71e-09,-7.259999999999999e-07,0.0,0.0,20.30258942,3.1815554589999997,331.1264813,37309.0,5.121,33.37,400.6939177,0.001259968,bubble
40212,534.6287294,0.164499304,0.00012335799999999998,2644.455248,-0.855101577,36504.53345,2.375,2665.940865,5.12e-06,83.0,1.19e-10,45329.96803,18844.06266,18274.0,53.0,141292.9456,1904.538793,3305.104985,0.9666626620000001,-4.86e-11,-1.89e-08,0.0,0.0,41.47999954,2.786857258,388.0760171,43023.0,5.121,32.751,402.76908310000005,0.000124993,bubble
40259,37.34402414,0.16307682199999998,0.000173954,103.9484027,-0.582282109,4602.1668,0.375,48.15391817,6.13e-07,84.0,6.33e-12,6097.814394,182.4202972,2887.0,53.0,30759.26202,56.43176297,91.64352198,0.978312801,-1.17e-13,-4.43e-09,0.0,0.0,3.434014082,1.4580662569999998,27.88957247,43075.0,5.121,32.751,103.6187171,0.000402571,bubble
37372,141.3366564,0.28643218800000003,0.0022746470000000003,1327.930641,0.148596943,7734.452654000001,0.379,1330.824385,0.000795002,65.0,1.07e-06,10200.4865,6504.571164,2918.0,53.0,50544.64329,695.3783187000001,1380.713291,1.3826289040000002,-7.59e-08,-3.3100000000000005e-05,0.0,0.0,3.114959002,6.441034457000001,451.8422637,39870.0,5.121,30.737,944.2729773,0.015593045,bubble
39740,207.0605959,0.18980956,0.000851148,835.3806308999999,-0.95975658,11025.36122,0.826,645.8661214,5.5799999999999994e-05,85.0,1.2099999999999999e-08,17123.03501,3479.6336899999997,6355.0,53.0,51744.796310000005,432.96771169999994,776.8229506,0.909532542,-1.02e-09,-1.16e-06,0.0,0.0,21.0,2.501887993,180.198025,42510.0,3.784,33.463,533.1939002,0.007675636,bubble
39274,3544.610393,0.19874945300000002,0.000330695,11281.09698,-0.297852353,28017.246410000003,1.341,2119.7813300000003,1.83e-05,71.0,1.4199999999999999e-09,48157.04008,17319.31151,10318.0,53.0,176427.8681,3160.0472649999997,10858.62968,1.214106058,-1.73e-10,2.95e-07,0.0,0.0,90.44034576,9.297742797,3636.884657,42021.0,5.121,34.181999999999995,2448.427771,0.000598301,bubble
46697,98.08891009,0.179777679,0.000123267,514.7101558999999,-0.458574656,3352.108348,0.256,86.02786525,1.62e-05,79.0,-7.17e-10,4896.014923,541.3606237,1966.0,10.0,56628.56174,197.4995484,489.54885089999993,1.0049744109999998,7.3e-11,-1.99e-07,0.0,0.0,12.40896511,2.0672915819999997,54.86220978,46983.0,5.121,0.0037,93.08984641,0.002352615,bubble
39624,139.7108708,0.160539009,5.3e-05,213.2658623,-0.030039212000000003,9682.498856,0.73,178.88451619999998,6.83e-08,68.0,-1.05e-13,12183.21189,808.6798327,5618.0,53.0,45938.26907,225.18813169999999,234.8228902,1.314487627,-7.59e-14,-3.71e-10,0.0,0.0,3.498057127,1.542462152,43.22901089,42389.0,5.121,33.861999999999995,72.94445606,3.19e-05,bubble
38804,3814.613246,0.246492593,0.002706288,13563.73305,3.8575613989999997,97697.16514,3.008,4845.494637,6.61e-05,40.0,6.520000000000001e-09,98285.72232999999,13725.53481,23149.0,53.0,253981.7442,5375.685693,2805.431118,2.287988702,-2.7200000000000002e-08,-9.02e-06,0.0,0.0,50.45372391,5.30248353,3036.455614,41505.0,2.121,34.123000000000005,1638.156363,0.021834975,bubble
40302,112.10292609999999,0.161444778,0.000108511,198.78643290000002,-0.775143107,6422.454427000001,0.45899999999999996,62.23877168,2.5e-07,83.0,-1.21e-12,7245.095294,356.5756674,3535.0,53.0,33782.85817,26.89177768,161.92454130000002,0.968228082,4.75e-13,3.21e-10,0.0,0.0,2.728764057,1.440854064,25.81957187,43118.0,5.121,32.683,34.65944894,2.45e-05,bubble
