,object_fourier_descriptor_09,object_hu_moment_1,object_hu_moment_3,object_fourier_descriptor_05,object_kurtosis,object_structure,object_area,object_fourier_descriptor_06,object_hu_moment_4,object_graymean,object_hu_moment_7,object_fourier_descriptor_02,object_fourier_descriptor_03,object_area_px,object_haul,object_fourier_descriptor_01,object_fourier_descriptor_07,object_fourier_descriptor_04,object_skewness,object_hu_moment_5,object_hu_moment_6,object_width,object_lenght,object_convexity,object_form,object_fourier_descriptor_10,object_index,object_dr._haardt_fluorescence_channel_a,object_conductivity,object_fourier_descriptor_08,object_hu_moment_2,taxon
37874,1344.754288,0.182894589,0.0005140359999999999,1025.723075,0.499997205,27697.11095,1.3730000000000002,3478.122318,5.7700000000000007e-05,61.0,-9.17e-10,27641.857969999997,25823.05436,10564.0,53.0,156476.4906,3137.419157,8407.621501000001,1.4891747530000001,-9.9e-09,-7.979999999999999e-07,0.0,0.0,11.0,5.806694942000001,469.700957,40450.0,5.121,33.785,1323.092298,0.00040529199999999997,bubble
39433,394.67037719999996,0.17835150600000002,0.000163321,1765.600668,0.640140942,26965.48515,1.618,4118.520471,2.07e-05,59.0,-9.249999999999999e-11,40881.685260000006,12377.04932,12452.0,53.0,117283.8201,1516.364824,11689.464170000001,1.5397131430000002,-1.2e-09,-1.08e-06,0.0,0.0,2.9584600930000002,4.466237506000001,673.4037421,42195.0,2.197,34.077,514.3821788,0.002997845,bubble
39748,150.71045080000002,0.160025328,3.06e-05,400.9410631,0.247787411,24153.02284,1.65,201.9430227,1.1200000000000001e-08,64.0,-3.7e-16,25429.01873,1217.915993,12695.0,53.0,75767.07182000001,199.66201719999998,544.6660646,1.414078519,6.58e-15,1.54e-11,0.0,0.0,3.229564428,1.332102113,118.03130900000001,42518.0,3.784,33.463,74.38457057,1.07e-05,bubble
39631,767.455142,0.329787741,0.015370353,3771.678597,0.700322496,19218.52995,1.035,2746.460353,0.010477410999999999,61.0,6.73e-06,40056.03593,10059.97935,7962.0,53.0,76212.98607,467.3284451,1891.0856629999998,1.5290555959999999,0.00013279,0.0027434720000000003,0.0,0.0,26.93113136,6.492564635,773.7924584,42396.0,5.121,33.861999999999995,2779.110678,0.069619783,bubble
37937,152.90679319999998,0.16363651099999998,2.1899999999999997e-05,130.8950457,-0.9411737240000001,7193.2764640000005,0.599,24.08875918,2.72e-07,86.0,6.17e-13,10356.392170000001,541.1610277999999,4608.0,53.0,39839.1002,156.2072138,401.08392280000004,0.918285017,2.46e-13,5.8099999999999996e-09,0.0,0.0,7.808688163999999,1.492624486,82.60554716,40522.0,2.494,33.843,213.7180361,0.00085802,bubble
40353,70.43978033,0.17948023,0.000326126,241.5477923,-1.520986344,4012.1465740000003,0.326,66.87678187,2.09e-05,108.0,1.71e-09,6377.043295,1118.411054,2510.0,53.0,38503.94277,186.1725888,278.155435,0.522451845,-1.67e-10,3.19e-07,0.0,0.0,10.0,2.143094619,79.5167878,43169.0,5.121,32.683,90.69545708,0.004362751,bubble
39010,268.8709939,0.159954013,2.03e-06,699.4231602000001,0.364515343,38836.29148,2.487,489.85413339999997,3.18e-09,62.0,1.34e-16,37401.71626,2682.9829579999996,19135.0,53.0,105765.1864,309.5038784,1135.571435,1.462519011,-2.1800000000000002e-16,1.4e-11,0.0,0.0,3.146099806,1.3181252959999998,300.81761580000006,41721.0,2.155,34.181999999999995,298.4334926,1.99e-05,bubble
39776,118.4222564,0.186376039,0.0007384789999999999,836.4488248,-0.992260458,11373.25073,0.812,738.1266198,4.84e-05,86.0,9.140000000000001e-09,16034.28782,3059.562726,6248.0,53.0,47811.58222,274.1027337,932.7875361,0.889181357,6.130000000000001e-10,-9.06e-08,0.0,0.0,23.19473267,2.151349621,63.0444927,42547.0,3.784,33.463,395.355899,0.006471943000000001,bubble
39274,3544.610393,0.19874945300000002,0.000330695,11281.09698,-0.297852353,28017.246410000003,1.341,2119.7813300000003,1.83e-05,71.0,1.4199999999999999e-09,48157.04008,17319.31151,10318.0,53.0,176427.8681,3160.0472649999997,10858.62968,1.214106058,-1.73e-10,2.95e-07,0.0,0.0,90.44034576,9.297742797,3636.884657,42021.0,5.121,34.181999999999995,2448.427771,0.000598301,bubble
39828,153.93690759999998,0.18291316100000002,0.0005546780000000001,1092.431236,-0.962929643,10497.638579999999,0.804,280.9540237,3.13e-05,86.0,3.76e-09,16524.60152,3009.065251,6183.0,53.0,50688.390719999996,870.0583393,808.2879095,0.9022343909999999,-1.71e-09,-1.09e-06,0.0,0.0,23.0,2.4464824430000003,316.2551418,42605.0,2.274,33.343,603.8432266,0.005478246,bubble
41018,2638.831595,0.18102833399999999,0.000146024,5419.9631420000005,0.62639409,30657.479330000002,1.5830000000000002,4640.851866,2.34e-05,60.0,1.02e-09,43840.58094,28967.612139999997,12181.0,2.0,194752.9723,468.5271576,17271.28757,1.531491578,-9.070000000000001e-10,-1.04e-06,0.0,0.0,100.0192261,7.647860362,1976.93953,41019.0,2.1390000000000002,27.989,1986.6574050000002,0.002259112,bubble
40178,214.52286469999999,0.16270539,3.46e-05,299.3669062,0.271677889,18864.54615,1.395,238.97809730000003,4.1e-07,63.0,-1.45e-12,21964.6906,812.4800661,10733.0,53.0,71856.92274,80.41183722,429.7985424,1.432700226,5.41e-13,5.820000000000001e-09,0.0,0.0,3.638443947,1.4028969009999999,56.36254391,42986.0,5.121,32.751,256.7504997,0.000892509,bubble
46619,12.57180427,0.164324528,0.000154777,6.887272535,0.7652758540000001,833.2902482999999,0.07400000000000001,8.21494398,4.3600000000000004e-07,71.0,-2.02e-12,1209.045787,68.14705922,566.0,10.0,16701.927369999998,53.64747848,31.24524087,1.36346631,-2.96e-12,-2.45e-09,0.0,0.0,2.68328166,1.3779146880000002,8.22615032,46905.0,2.129,25.397,28.36592939,0.00010007399999999999,bubble
34839,44.55438314,0.161410733,0.00010146,75.06668409,-0.397708681,8473.631049,0.621,53.31992487,1.66e-07,73.0,5.700000000000001e-14,9818.813551000001,144.928498,4782.0,53.0,41617.71638,78.78187814,192.21194519999997,1.1766575479999999,-6.8e-13,-1.93e-09,0.0,0.0,3.0508511069999997,1.568323141,18.80851117,36967.0,2.116,31.159000000000002,44.27202155,0.000153724,bubble
46634,43.61146012,0.164779036,0.000135785,124.91692450000001,0.092358543,1308.412516,0.113,14.946433800000001,6.34e-07,75.0,3.34e-12,1991.755791,96.66223465,866.0,10.0,22837.56749,15.614884699999998,111.14441470000001,1.177257098,-4.84e-12,1.62e-09,0.0,0.0,5.515916824,1.529078916,16.173527800000002,46920.0,2.129,25.397,69.75483532,4.22e-05,bubble
40214,1331.7257730000001,0.197809412,0.000842831,1167.939368,1.4177135580000002,19270.118619999997,0.9279999999999999,3508.184024,0.000138561,51.0,-4.69e-08,26589.9472,7519.126311,7138.0,53.0,108710.3088,1362.2054699999999,2984.205182,1.778659464,6.37e-09,-1.96e-06,0.0,0.0,39.88082123,4.797329036,662.5171982999999,43025.0,5.121,32.751,944.5426788999999,0.007807646,bubble
37833,3006.767017,0.20447005199999999,0.0006797489999999999,38093.70973,0.9599600970000001,69787.57293,3.0269999999999997,11939.54206,2.48e-05,57.0,-2.8399999999999997e-09,33549.45439,110566.1084,23295.0,53.0,451479.6472,26167.07079,44711.036889999996,1.624864958,1.54e-09,1.4e-07,0.0,0.0,4.608176708,13.66361599,2947.915675,40409.0,5.121,33.785,5849.4713280000005,0.001255016,bubble
47043,1.057409308,0.16412763,5.920000000000001e-05,14.22212835,0.8188407520000001,522.8379911999999,0.048,5.651051945,1.03e-06,72.0,-2.9e-12,764.5501855,100.3866225,367.0,10.0,17474.51659,20.90555547,49.62908511,1.346704048,7.52e-12,2.02e-08,0.0,0.0,1.38675046,1.252360876,12.39514463,47329.0,2.14,24.429000000000002,21.10284918,0.0008829939999999999,bubble
37296,558.5465315,0.163840046,9.9e-05,616.8154613,-0.154726816,30400.482610000003,1.9569999999999999,1921.3577050000001,1.66e-06,73.0,1.17e-11,40259.38245,5788.2735219999995,15058.0,53.0,217118.6093,561.5126932999999,4214.308522,1.23607512,1.7800000000000003e-11,9.940000000000002e-09,0.0,0.0,20.79310417,2.701550948,584.5256711000001,39793.0,2.121,30.399,384.5580863,0.000186839,bubble
39578,550.3655057,0.254405895,0.001538122,1247.997607,-0.837603529,9542.312155,0.648,1142.700675,0.00056969,83.0,-2.7800000000000003e-07,16558.79204,12104.958999999999,4985.0,53.0,72913.40488999999,1768.213778,1545.492364,0.961474211,4.55e-07,3.7e-05,0.0,0.0,4.108294487,5.7465304139999995,534.5248708,42343.0,5.121,33.861999999999995,140.42381369999998,0.014382028,bubble
46691,22.05150862,0.16785908100000002,0.000279925,33.96000789,-0.363699266,1032.823081,0.084,64.92609455,2.57e-06,83.0,6.640000000000001e-11,1445.8053380000001,101.4649437,649.0,10.0,18796.96795,22.79912948,41.39297105,1.00685197,1.81e-11,3.8900000000000004e-08,0.0,0.0,3.591996431,1.5934314230000002,22.48828918,46977.0,5.121,0.0037,5.28898201,0.000650887,bubble
40322,11.74718584,0.163162665,7.45e-05,40.26668203,-1.0065320709999999,1336.159649,0.111,42.77805071,1.7899999999999997e-07,90.0,3.7799999999999995e-13,1793.1221050000001,4.101507454,857.0,53.0,14315.49136,10.90691208,23.26429387,0.764908068,5.36e-13,2.36e-09,0.0,0.0,1.910045981,1.521274161,18.59411141,43138.0,5.121,32.683,22.60215757,0.000184645,bubble
40289,45.79968192,0.166122673,1.57e-07,37.8932157,-0.43793480799999995,7898.52805,0.484,166.86789840000003,6.15e-08,75.0,5.25e-15,8670.020553,322.1973499,3728.0,53.0,39225.15838,87.14854933,391.0094635,1.13573463,2.9899999999999997e-15,-6.24e-10,0.0,0.0,4.459764957,1.9338619080000001,21.96791262,43105.0,5.121,32.683,65.16276269,0.001437665,bubble
34903,34.60689408,0.161546349,0.000121594,141.56201140000002,-0.276530287,7691.860726000001,0.536,36.86658954,3.25e-08,71.0,-3.72e-14,8748.893466,166.21619619999998,4123.0,53.0,38162.155719999995,122.7092294,36.4479076,1.223593781,-5.29e-14,-2.92e-10,0.0,0.0,3.863525391,1.611946866,66.04557982,37040.0,3.386,31.785999999999998,63.80277459,0.00010470700000000001,bubble
39298,659.605086,0.172756992,0.00033412,1978.828801,-0.118949087,12904.7643,0.847,915.6483249,2.0600000000000003e-05,68.0,6.61e-11,19379.50477,7357.193091,6521.0,53.0,82951.41967,340.9062874,1567.729627,1.283117928,-1.71e-09,-7.340000000000001e-07,0.0,0.0,25.04807281,3.677891051,581.8888744,42047.0,5.121,34.181999999999995,412.9024061,0.001265992,bubble
40235,329.17306010000004,0.17399723600000003,0.000149383,4749.289479,-0.151034536,14914.812319999999,0.914,1050.474341,2.05e-05,70.0,-1.26e-10,21446.271780000003,10490.07856,7031.0,53.0,103632.7479,902.7344464,2600.378234,1.278109467,-1.1199999999999999e-09,-8.35e-07,0.0,0.0,48.25857544,4.350454717,441.0473013999999,43051.0,5.121,32.751,959.5862722999999,0.001783365,bubble
41625,8.024715029,0.16439377,1.7100000000000002e-05,6.483017169,-0.99234255,308.29936230000004,0.035,4.509741368,1.1800000000000001e-07,86.0,1.52e-13,501.41023260000003,12.1743484,268.0,10.0,9660.104606,7.217227556,15.085935699999999,0.912301392,-6.79e-14,-1.4699999999999999e-09,0.0,0.0,1.5689290759999999,1.332855851,2.503587265,41911.0,2.1630000000000003,27.234,4.623475923,0.001213848,bubble
37919,753.7559705,0.305713646,2.8699999999999996e-05,2800.229627,0.367856401,10426.57505,0.44299999999999995,1105.9510289999998,0.000734791,64.0,-9.28e-08,15521.223219999998,6994.483648,3405.0,53.0,60126.99035,128.1610006,9679.128053,1.44590258,5.28e-08,3.8900000000000004e-05,0.0,0.0,68.06540679999999,11.58234704,880.0303547,40503.0,5.121,33.785,1123.537107,0.013759944,bubble
46842,104.9117263,0.1686375,0.000282288,156.5912769,-0.36948422700000005,2420.798206,0.188,15.90696381,6.46e-06,76.0,-7.5e-11,3279.399703,687.7366811,1448.0,10.0,31423.41765,43.53135459,314.5831397,1.118633011,-2.65e-10,-1.59e-07,0.0,0.0,8.565807343,1.963014095,36.70653132,47128.0,4.635,0.0028,43.63260444,0.000607178,bubble
34886,73.31756661,0.166581241,0.000251336,479.9435745,-0.46880876200000005,7743.674136,0.524,76.68928517,5.32e-06,74.0,-4.73e-11,10166.67838,2580.671128,4033.0,53.0,44685.00012,85.87612918,712.9090269,1.141614147,-1.89e-10,-1.15e-07,0.0,0.0,12.57666969,2.585575897,148.09776399999998,37016.0,5.121,31.447,73.36481153,0.00046930199999999995,bubble
35706,174.19978600000002,0.159938415,2.4299999999999998e-05,358.3943159,0.11821300900000001,38008.448469999996,2.575,315.7918625,1.29e-08,66.0,7.170000000000001e-15,39802.580369999996,690.1904335,19813.0,53.0,106018.5996,374.19126780000005,742.0082915,1.373657346,-6.54e-16,6.93e-11,0.0,0.0,3.807710648,1.41706908,71.49296405,37965.0,5.121,34.491,141.45175369999998,3.4e-05,bubble
39501,63.73423224,0.170766693,2.74e-06,2440.77969,-0.42286074799999995,10767.98078,0.767,248.17499280000004,2.52e-06,74.0,-4.24e-12,17406.19842,4325.751362,5903.0,53.0,56733.11313,824.289506,3125.526793,1.1709707390000001,-5.1e-12,-9.560000000000001e-08,0.0,0.0,35.0,3.30298032,287.06399369999997,42264.0,2.197,34.077,496.1737817,0.001644893,bubble
40063,999.950107,0.955552796,0.04524006,1064.31559,14.78399714,20541.41803,0.226,819.7414199,0.010784552,19.0,4.14e-05,12735.09685,5033.45982,1737.0,53.0,59227.00014,352.3604644,2137.438516,3.928951047,0.000234585,0.008549198000000001,0.0,0.0,34.2230835,10.59884902,205.7563529,42863.0,2.131,33.275,733.3448807,0.770872525,bubble
39624,139.7108708,0.160539009,5.3e-05,213.2658623,-0.030039212000000003,9682.498856,0.73,178.88451619999998,6.83e-08,68.0,-1.05e-13,12183.21189,808.6798327,5618.0,53.0,45938.26907,225.18813169999999,234.8228902,1.314487627,-7.59e-14,-3.71e-10,0.0,0.0,3.498057127,1.542462152,43.22901089,42389.0,5.121,33.861999999999995,72.94445606,3.19e-05,bubble
39304,28.05590198,0.159942069,2.6600000000000003e-05,136.65436069999998,-0.078585901,17392.81955,1.217,128.24614540000002,1.99e-08,68.0,4.7100000000000004e-15,17710.68782,298.432817,9364.0,53.0,58041.841479999995,214.11032039999998,145.03943619999998,1.30064538,1.36e-14,4.11e-11,0.0,0.0,2.279999971,1.240034283,30.97144234,42053.0,5.121,34.181999999999995,24.92688479,2.65e-05,bubble
40323,30.47011588,0.16247937,8.48e-05,93.16689285,-0.7816625009999999,3399.390085,0.22699999999999998,92.35757983,3.4e-07,81.0,1.43e-12,3543.136688,76.08021794,1747.0,53.0,21360.94254,34.17942007,52.94572431,0.969822822,1.13e-12,1.4199999999999999e-09,0.0,0.0,3.52332139,1.45942415,22.1422228,43139.0,5.121,32.683,58.46428343,4.3e-05,bubble
39522,287.25071810000003,0.17930042100000002,0.00018481900000000002,1637.3171869999999,-0.710330913,9921.376864,0.81,480.32789299999996,1.1400000000000001e-05,81.0,-2.89e-10,19072.03459,3708.196732,6231.0,53.0,58910.623289999996,882.4269177000001,1855.108305,1.013874863,-4.3900000000000003e-10,-5.24e-07,0.0,0.0,28.0,3.053713848,348.4899682,42286.0,2.119,34.101,421.3309904,0.004653818,bubble
46573,1.499906079,0.163598402,9.85e-05,9.871573693,-0.055621877,422.5110772,0.04,6.349843153999999,1.12e-06,75.0,-4.4900000000000005e-12,597.7659502,37.35751877,309.0,10.0,10870.53472,14.33341255,15.268136499999999,1.174484721,1.1e-11,2.7e-08,0.0,0.0,2.057982922,1.526832313,5.546710431,46859.0,2.129,25.397,5.1265666130000005,0.0006831589999999999,bubble
37918,686.9418605000001,0.258904418,0.001221519,2247.1911010000003,0.663900802,10310.64121,0.47600000000000003,1369.1783289999998,0.0008598939999999999,59.0,-8.629999999999999e-07,13683.95552,8492.680178,3661.0,53.0,84859.59728999999,595.3254322,4200.981754,1.5413243490000001,-1.78e-07,-1.73e-05,0.0,0.0,53.7529068,7.463866701000001,354.17346200000003,40502.0,5.121,33.785,957.6762595,0.005880231,bubble
39437,2032.378929,0.175149914,0.000173527,4675.617190999999,0.092573345,49048.34406,3.342,5391.779358,8.84e-06,68.0,2.2800000000000001e-10,69877.85052,31547.849510000004,25712.0,53.0,201226.8633,2042.567979,6507.913877,1.347454726,2.6000000000000003e-10,4.06e-07,0.0,0.0,49.64874649,3.360221838,1222.150852,42199.0,2.197,34.077,2480.3576940000003,0.0030896229999999997,bubble
40167,687.1152513999999,0.25135533600000004,0.0010690930000000001,708.3448357000001,0.309018593,20536.17892,1.023,1370.514918,7.96e-05,62.0,-2.27e-08,16881.175740000002,24541.1474,7868.0,2.0,124273.9678,1871.687207,8429.880551,1.433131885,4.8e-09,-1.96e-06,0.0,0.0,2.834217072,7.462603163,1911.4463030000002,40168.0,5.121,31.386999999999997,1801.361557,0.0032444590000000003,bubble
37854,64.60687283,0.160722802,3.86e-05,72.70373713,-0.25868685,19085.35517,1.274,139.2940128,3.13e-09,71.0,-1.09e-15,21025.11642,1083.307771,9801.0,53.0,70440.90881000001,116.25021969999999,200.0281071,1.235314175,-5.329999999999999e-17,1.48e-11,0.0,0.0,4.772469997,1.6587267630000002,53.28219455,40430.0,5.121,33.785,166.9128359,2.6300000000000002e-05,bubble
37845,471.78497450000003,0.169984195,0.000222852,2428.6965809999997,-0.293248599,21245.4261,1.3630000000000002,2380.635113,1.6e-05,72.0,3.27e-10,28184.5142,10142.8617,10485.0,53.0,106564.7334,940.3145879000001,1317.20838,1.205583837,-8.93e-10,-4.0700000000000003e-07,0.0,0.0,26.23719215,3.040936537,553.5498719,40421.0,5.121,33.785,247.91144469999998,0.0007540439999999999,bubble
34944,1572.745893,0.195028547,0.000523266,28266.09387,0.370373565,43427.74091,2.062,16629.414090000002,2.2800000000000002e-05,61.0,2.23e-09,11225.3806,70437.58009,15863.0,53.0,304440.6009,7238.707168000001,37560.94055,1.461645771,1.11e-09,-2.26e-07,0.0,0.0,3.103034258,14.34399953,2718.0626079999997,37081.0,2.24,32.439,4027.697762,0.000955435,bubble
34943,273.0327598,0.160088824,2.6300000000000002e-05,429.20066119999996,0.48461285200000004,30662.70256,2.199,561.8031358,1.56e-08,62.0,5.1899999999999995e-15,35079.8074,3004.888352,16923.0,53.0,99974.31843,248.8626011,673.180802,1.4841883340000002,8.49e-15,1.6000000000000002e-10,0.0,0.0,4.085966587,1.401768519,154.3084707,37080.0,2.24,32.439,345.0171371,0.00010638299999999999,bubble
34263,137.77412980000003,0.16043200900000001,3.72e-05,325.72711360000005,0.026492271,19745.29195,1.341,160.951066,3.64e-09,67.0,-1.26e-15,22114.19546,597.7012925,10317.0,53.0,68090.86207,128.9980572,369.31278330000004,1.33994774,-4.62e-16,2.3700000000000003e-11,0.0,0.0,3.986908913,1.632039269,165.2982267,36306.0,3.699,32.825,117.2165139,4.61e-05,bubble
46065,53.33314605,0.341389489,0.0055919509999999995,414.5410212,1.7609642819999998,5367.574528,0.192,84.18384448,0.002462861,48.0,6.1e-06,4982.617926,2422.87488,1481.0,10.0,40247.472330000004,76.99087847,509.5401251,1.8786325730000002,6.8e-06,0.000196563,0.0,0.0,30.90932274,4.581197508,118.6495702,46351.0,2.187,25.538,69.28593184,0.046115475999999996,bubble
36338,832.7547091,0.16116507300000002,4.5299999999999997e-05,671.6110295,0.78743088,61969.255639999996,3.47,1501.0713130000001,9.51e-07,57.0,2.55e-12,60670.46947999999,13335.329940000001,26698.0,53.0,150499.8792,2012.469021,1861.110616,1.5972172580000001,5.6999999999999995e-12,7.46e-09,0.0,0.0,29.47830963,1.92664518,335.4234027,38668.0,2.122,31.37,1329.754501,7.36e-05,bubble
39533,154.09048669999999,0.17861411,0.00042136699999999997,1063.5113820000001,0.091853743,16606.165380000002,1.214,1569.343493,1.4499999999999998e-05,67.0,3.9100000000000005e-10,26388.08699,5759.660763,9341.0,53.0,73287.90582999999,618.227198,2633.231096,1.348535888,1.07e-09,3.08e-07,0.0,0.0,35.0,2.8954235930000003,228.44085750000002,42297.0,2.119,34.101,1357.6288949999998,0.003378789,bubble
43140,316.2128164,0.17721519300000002,9.46e-05,1555.505784,0.78994654,14050.46349,0.807,1408.869527,1.86e-05,56.0,3.42e-10,19261.02365,6306.329315,6212.0,10.0,84922.36383999999,1211.5114939999999,5035.120744,1.599193132,-7.04e-10,-9.48e-07,0.0,0.0,2.529822111,4.06025878,247.3938119,43426.0,5.121,26.919,211.84047569999998,0.0026332940000000004,bubble
42500,1045.360966,0.17499715300000002,0.00035519,3568.1093560000004,0.335913924,23280.35299,1.4040000000000001,1258.093689,2.9999999999999997e-05,62.0,-5.559999999999999e-10,28947.7499,14744.842719999999,10805.0,10.0,155101.0758,850.630274,3879.132481,1.450597306,-3.05e-09,-1.14e-06,0.0,0.0,37.0382843,3.5572403460000004,722.7720831,42786.0,2.269,26.719,905.2159663999998,0.001478775,bubble
46682,27.90884858,0.190639413,0.000214086,29.76052046,1.768762366,1209.158107,0.065,44.10643489,3.45e-05,59.0,-2.26e-09,1405.882075,230.377354,504.0,10.0,21936.73633,32.2850451,103.5851446,1.7677777030000001,1.93e-09,-8.39e-07,0.0,0.0,6.095569134,2.235793853,21.07060636,46968.0,5.121,0.0037,14.15456695,0.00754081,bubble
39305,2406.681621,0.188143416,9.92e-05,5302.39704,0.597619879,28700.299,1.319,2286.517553,2.41e-06,62.0,3.06e-11,41378.35875,11162.42216,10151.0,53.0,157240.3231,3614.099269,16280.14321,1.539775015,2.13e-11,-3.1e-08,0.0,0.0,55.97319031,6.620496594,279.0751749,42054.0,5.121,34.181999999999995,2443.470559,0.003741625,bubble
38787,513.2382113,0.182387725,0.000165402,2069.336022,0.794478912,22305.62323,1.203,3521.7221689999997,4.7499999999999996e-05,57.0,3.07e-09,31788.48888,12708.68816,9253.0,53.0,104035.6604,1643.437858,8730.838506,1.5888184319999998,-2.87e-09,-2.34e-06,0.0,0.0,3.712094545,5.42159178,1302.339909,41488.0,2.121,34.123000000000005,1224.858001,0.002454199,bubble
