Label;Zero crossing rate;total energy;Standard deviation;Spectral centroid;Spectral rolloff;Spectral flatness
Class A;305;0.0038924305787562236;0.06237719604330099;411.0256981835047;1577.5364389759793;0.0002580024302005768
Class A;313;0.0018455014748906251;0.0429549449040169;411.0256981835047;1577.5364389759793;0.0002580024302005768
Class A;312;0.0024078778059823283;0.049039021040678824;411.0256981835047;1577.5364389759793;0.0002580024302005768
Class A;313;0.0030962717941341302;0.05562787385979215;411.0256981835047;1577.5364389759793;0.0002580024302005768
Class A;299;0.002911106165770131;0.05395243466254752;411.0256981835047;1577.5364389759793;0.0002580024302005768
Class A;315;0.0034011299141760293;0.05831597402453477;411.0256981835047;1577.5364389759793;0.0002580024302005768
Class A;239;0.0007733673219239184;0.02780909058595399;410.13813832927696;1618.69252092972;0.00021904977620579302
Class A;331;0.0005961863099073526;0.024416665595634945;410.13813832927696;1618.69252092972;0.00021904977620579302
Class A;334;0.0006555218137509655;0.025587279872508095;410.13813832927696;1618.69252092972;0.00021904977620579302
Class A;231;0.0019464405623148195;0.044101830222879584;410.13813832927696;1618.69252092972;0.00021904977620579302
Class A;315;0.002308917128306348;0.048034546802281745;410.13813832927696;1618.69252092972;0.00021904977620579302
Class A;308;0.0027990636824882435;0.05290229859430019;410.13813832927696;1618.69252092972;0.00021904977620579302
Class A;356;0.002437710307111653;0.04937093010764967;410.13813832927696;1618.69252092972;0.00021904977620579302
Class A;322;0.0023152153800959545;0.04811205313883184;410.13813832927696;1618.69252092972;0.00021904977620579302
Class A;318;0.0023941856957389973;0.0489278183276811;410.13813832927696;1618.69252092972;0.00021904977620579302
Class A;348;0.0018293436811751842;0.042770283206249385;410.13813832927696;1618.69252092972;0.00021904977620579302
Class A;335;0.002279959127025601;0.04747489955819293;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;387;0.007345669237188606;0.08536490561460622;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;358;0.021922980537754485;0.1480104964066335;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;373;0.019501944876964748;0.13964817735394672;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;391;0.03039337962961872;0.17432387464695473;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;366;0.024922677298561513;0.15784362810101743;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;359;0.02574058611561001;0.16043666264161036;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;363;0.023282354165964837;0.15255952272316756;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;347;0.01262750584553578;0.11227260540125435;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;492;0.0033431956098356748;0.05765389568032263;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;717;0.0012486107670216977;0.0353226027133025;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;325;0.023232932294127144;0.15242141488201216;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;398;0.027940132084748864;0.16715299267712094;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;302;0.03989701555791544;0.19973560301689683;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;323;0.01345872688513676;0.11599826695558464;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;306;0.031547504755678045;0.1776016641256707;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;302;0.041038443814575054;0.20255003627614007;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;303;0.03761046090582386;0.19384352402150626;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;312;0.01233698870629693;0.11064504109525991;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;211;0.005956707982540441;0.07629083838217382;808.8840032495298;2700.6043386578644;0.0010956451296806335
Class A;359;0.0008520618123196375;0.029188701036275393;398.2146798857344;1546.5314097133987;0.0002601576561573893
Class A;427;0.00041427877230065254;0.020328505205151153;398.2146798857344;1546.5314097133987;0.0002601576561573893
Class A;372;0.0011239126475702506;0.03352478764680988;398.2146798857344;1546.5314097133987;0.0002601576561573893
Class A;356;0.002527911177293087;0.0502772618106589;398.2146798857344;1546.5314097133987;0.0002601576561573893
Class A;379;0.0029890066063962876;0.05467169743721556;398.2146798857344;1546.5314097133987;0.0002601576561573893
Class A;365;0.0022280619349330662;0.04717445076792309;398.2146798857344;1546.5314097133987;0.0002601576561573893
Class A;341;0.005953345361476143;0.07710611026944557;398.2146798857344;1546.5314097133987;0.0002601576561573893
Class A;351;0.004065837240564482;0.0637579174383629;398.2146798857344;1546.5314097133987;0.0002601576561573893
Class A;2019;0.0023407269697248317;0.0483228541281749;1603.0554841535643;2179.6984799704665;0.004304965957999229
Class A;751;0.05457916732839658;0.23362054866987403;1603.0554841535643;2179.6984799704665;0.004304965957999229
Class A;628;0.02599258002822171;0.1612150905926189;1603.0554841535643;2179.6984799704665;0.004304965957999229
Class A;513;0.04101537868378606;0.20247786971695494;1603.0554841535643;2179.6984799704665;0.004304965957999229
Class A;539;0.016487130294777066;0.12834323054403796;1603.0554841535643;2179.6984799704665;0.004304965957999229
Class A;376;0.05913829101472705;0.24318347151845424;1603.0554841535643;2179.6984799704665;0.004304965957999229
Class A;328;0.07334821137678227;0.27082496994568234;1603.0554841535643;2179.6984799704665;0.004304965957999229
Class A;354;0.0798412292972013;0.2825467222051057;1603.0554841535643;2179.6984799704665;0.004304965957999229
Class A;599;0.0022770343089068773;0.04747490927589725;787.357532220219;2552.4104189290197;0.00048196237185038626
Class A;634;0.0018765583083344003;0.043260805936600456;787.357532220219;2552.4104189290197;0.00048196237185038626
Class A;345;0.009711995262148169;0.09854942109420402;787.357532220219;2552.4104189290197;0.00048196237185038626
Class A;341;0.01368071617638149;0.11696421620808735;787.357532220219;2552.4104189290197;0.00048196237185038626
Class A;329;0.012058229446847691;0.10978384106867291;787.357532220219;2552.4104189290197;0.00048196237185038626
Class A;366;0.010528787363718341;0.10259551455903274;787.357532220219;2552.4104189290197;0.00048196237185038626
Class A;313;0.013082428052526665;0.11437307534383259;787.357532220219;2552.4104189290197;0.00048196237185038626
Class A;342;0.014919072951267784;0.12213424857774961;787.357532220219;2552.4104189290197;0.00048196237185038626
Class A;315;0.02853932749230686;0.16893553547576964;787.357532220219;2552.4104189290197;0.00048196237185038626
Class A;341;0.015352149586038043;0.12387447297479082;787.357532220219;2552.4104189290197;0.00048196237185038626
Class A;329;0.0005008846643807677;0.022342237944308882;386.59074272913915;1460.6587051536305;0.0002733743458520621
Class A;343;0.0005197868314765704;0.02279868785488059;386.59074272913915;1460.6587051536305;0.0002733743458520621
Class A;377;0.0006875150909860774;0.026216438668974083;386.59074272913915;1460.6587051536305;0.0002733743458520621
Class A;347;0.0010450253975092588;0.03232393555314229;386.59074272913915;1460.6587051536305;0.0002733743458520621
Class A;391;0.0016445467780188967;0.040549328265286094;386.59074272913915;1460.6587051536305;0.0002733743458520621
Class A;422;0.0010834943942318205;0.03291100597708814;386.59074272913915;1460.6587051536305;0.0002733743458520621
Class A;367;0.0015626414309857259;0.039513169024878406;386.59074272913915;1460.6587051536305;0.0002733743458520621
Class A;353;0.0013648947379163777;0.03694021100902357;386.59074272913915;1460.6587051536305;0.0002733743458520621
Class A;482;0.0002883642381251169;0.01686706149945332;391.71637288324666;1440.7254547745213;0.0002569032076280564
Class A;319;0.000553652891976526;0.02350301474197633;391.71637288324666;1440.7254547745213;0.0002569032076280564
Class A;366;0.000958576420477281;0.03095959381081324;391.71637288324666;1440.7254547745213;0.0002569032076280564
Class A;430;0.0005440325797147427;0.023324323151734248;391.71637288324666;1440.7254547745213;0.0002569032076280564
Class A;386;0.0009905560200665301;0.03146154204693093;391.71637288324666;1440.7254547745213;0.0002569032076280564
Class A;412;0.0010377530387486332;0.03221393040559827;391.71637288324666;1440.7254547745213;0.0002569032076280564
Class A;334;0.0011582849329182256;0.034026961861448754;391.71637288324666;1440.7254547745213;0.0002569032076280564
Class A;355;0.0015786752588561892;0.039732343978935755;391.71637288324666;1440.7254547745213;0.0002569032076280564
Class A;358;0.0015690035855222958;0.03960483473512461;391.71637288324666;1440.7254547745213;0.0002569032076280564
Class A;343;0.0006916838380954383;0.0262776953082405;391.71637288324666;1440.7254547745213;0.0002569032076280564
Class A;571;0.0013084002397760438;0.036171277965041125;796.3713386589427;2634.576182658575;0.0004672131617553532
Class A;363;0.01574597733291254;0.12545713740278167;796.3713386589427;2634.576182658575;0.0004672131617553532
Class A;356;0.034174831886863107;0.18478996975780101;796.3713386589427;2634.576182658575;0.0004672131617553532
Class A;366;0.019463742803617304;0.13947346506731634;796.3713386589427;2634.576182658575;0.0004672131617553532
Class A;368;0.025173169897917735;0.1586464102364868;796.3713386589427;2634.576182658575;0.0004672131617553532
Class A;442;0.005754894862485041;0.07585092743124405;796.3713386589427;2634.576182658575;0.0004672131617553532
Class A;437;0.008272682986037883;0.09094820451598605;796.3713386589427;2634.576182658575;0.0004672131617553532
Class A;834;0.006587927341208949;0.08115396795228548;796.3713386589427;2634.576182658575;0.0004672131617553532
Class A;310;0.00053575673441325;0.02314541297394635;396.2095592824079;1551.9338389971094;0.0002756261674221605
Class A;251;0.0007140283385427514;0.026716756858230443;396.2095592824079;1551.9338389971094;0.0002756261674221605
Class A;343;0.0007599959443808378;0.02756791538734493;396.2095592824079;1551.9338389971094;0.0002756261674221605
Class A;406;0.0010458898610862283;0.032339914036570126;396.2095592824079;1551.9338389971094;0.0002756261674221605
Class A;381;0.0013795165057235864;0.03713451815159442;396.2095592824079;1551.9338389971094;0.0002756261674221605
Class A;338;0.001207924970270445;0.03473901582571334;396.2095592824079;1551.9338389971094;0.0002756261674221605
Class A;375;0.0007765791249985341;0.027861499368154727;396.2095592824079;1551.9338389971094;0.0002756261674221605
Class A;383;0.001051205981222059;0.0324222145971363;396.2095592824079;1551.9338389971094;0.0002756261674221605
Class A;394;0.0009545788303948939;0.030894996109074695;396.2095592824079;1551.9338389971094;0.0002756261674221605
Class A;375;0.0009103789611641938;0.030168040339839455;396.2095592824079;1551.9338389971094;0.0002756261674221605
Class A;436;0.00036835544642720684;0.01918949280548936;419.63325146243903;1402.0688101991184;0.0015150384278967977
Class A;501;0.00037063591096860667;0.01924942303754037;419.63325146243903;1402.0688101991184;0.0015150384278967977
Class A;367;0.0008866247926780489;0.029775552357408305;419.63325146243903;1402.0688101991184;0.0015150384278967977
Class A;370;0.0008402506369360102;0.0289861905165938;419.63325146243903;1402.0688101991184;0.0015150384278967977
Class A;393;0.0007949694622754274;0.02818254373691969;419.63325146243903;1402.0688101991184;0.0015150384278967977
Class A;372;0.0008749543930656121;0.029554966407690657;419.63325146243903;1402.0688101991184;0.0015150384278967977
Class A;417;0.000762261657306226;0.027609014288359445;419.63325146243903;1402.0688101991184;0.0015150384278967977
Class A;339;0.0013844707378884778;0.037204571731642794;419.63325146243903;1402.0688101991184;0.0015150384278967977
Class A;278;0.0007734352339466568;0.027803105996171147;413.7940325873325;1484.4290435966896;0.0002918167447205633
Class A;418;0.0005290235944266897;0.02300031877548437;413.7940325873325;1484.4290435966896;0.0002918167447205633
Class A;394;0.0005733409630969011;0.02391040797499172;413.7940325873325;1484.4290435966896;0.0002918167447205633
Class A;395;0.0006297650532893992;0.025094897898002504;413.7940325873325;1484.4290435966896;0.0002918167447205633
Class A;384;0.0009413052525778767;0.030652554294548884;413.7940325873325;1484.4290435966896;0.0002918167447205633
Class A;403;0.0014157426826131995;0.03760941393357451;413.7940325873325;1484.4290435966896;0.0002918167447205633
Class A;365;0.0008322445802332368;0.028847277620092773;413.7940325873325;1484.4290435966896;0.0002918167447205633
Class A;383;0.001084988322846281;0.03293754124802163;413.7940325873325;1484.4290435966896;0.0002918167447205633
Class A;368;0.0014137173485457121;0.0375948034256668;413.7940325873325;1484.4290435966896;0.0002918167447205633
Class A;353;0.0009082158580616427;0.030136349679299058;413.7940325873325;1484.4290435966896;0.0002918167447205633
Class A;516;0.00026192927612767866;0.016182812922986303;358.8808373069215;1330.2849687348328;0.0002645765489432961
Class A;576;0.00020677598752081395;0.014379656357538935;358.8808373069215;1330.2849687348328;0.0002645765489432961
Class A;506;0.0003257702337674952;0.018038112113478402;358.8808373069215;1330.2849687348328;0.0002645765489432961
Class A;453;0.0005330957484450967;0.02305340576125521;358.8808373069215;1330.2849687348328;0.0002645765489432961
Class A;386;0.0009352838957371811;0.03057223893872664;358.8808373069215;1330.2849687348328;0.0002645765489432961
Class A;434;0.001300527550871872;0.03606238113220447;358.8808373069215;1330.2849687348328;0.0002645765489432961
Class A;454;0.0009575189648603554;0.030940762949169285;358.8808373069215;1330.2849687348328;0.0002645765489432961
Class A;440;0.0008825142571683197;0.02970582043554281;358.8808373069215;1330.2849687348328;0.0002645765489432961
Class A;501;0.00023306199659903844;0.015224233221298853;419.1479020533268;1528.7196581360856;0.0003032921813428402
Class A;390;0.00027295272231761677;0.016416340175073162;419.1479020533268;1528.7196581360856;0.0003032921813428402
Class A;433;0.0004267099666273377;0.02064790876801591;419.1479020533268;1528.7196581360856;0.0003032921813428402
Class A;447;0.0007029524547009108;0.026511082743299674;419.1479020533268;1528.7196581360856;0.0003032921813428402
Class A;416;0.00083660277435168;0.028917344316957284;419.1479020533268;1528.7196581360856;0.0003032921813428402
Class A;446;0.001506756793523285;0.03881292098170884;419.1479020533268;1528.7196581360856;0.0003032921813428402
Class A;418;0.0008247365858987905;0.02871506806133153;419.1479020533268;1528.7196581360856;0.0003032921813428402
Class A;447;0.0007166400569937348;0.026747159765990177;419.1479020533268;1528.7196581360856;0.0003032921813428402
Class A;412;0.000710695772965361;0.026644650235493707;419.1479020533268;1528.7196581360856;0.0003032921813428402
Class A;406;0.0004179520085842038;0.02038940405961642;419.1479020533268;1528.7196581360856;0.0003032921813428402
Class A;556;0.00029983480592879155;0.01728045442363622;399.86428464971215;1327.5692434177993;0.00028752320213243365
Class A;483;0.0002849245230803111;0.01687970418869451;399.86428464971215;1327.5692434177993;0.00028752320213243365
Class A;379;0.0005234567073639482;0.022871238082903946;399.86428464971215;1327.5692434177993;0.00028752320213243365
Class A;362;0.0007636256921881189;0.027609011507825146;399.86428464971215;1327.5692434177993;0.00028752320213243365
Class A;354;0.001262710381182842;0.03552122715201664;399.86428464971215;1327.5692434177993;0.00028752320213243365
Class A;361;0.001536427879909752;0.03919697259241745;399.86428464971215;1327.5692434177993;0.00028752320213243365
Class A;398;0.0007053461709680657;0.026539048893421735;399.86428464971215;1327.5692434177993;0.00028752320213243365
Class A;359;0.001051851111629124;0.03243075376968548;399.86428464971215;1327.5692434177993;0.00028752320213243365
Class A;447;0.0008329085045940398;0.028859972074103554;399.86428464971215;1327.5692434177993;0.00028752320213243365
Class A;368;0.0015491715922544246;0.03935297323140856;399.86428464971215;1327.5692434177993;0.00028752320213243365
Class A;882;0.00020829475532324675;0.014392269859028707;486.39665062996966;1607.3907138207348;0.0003358115500304848
Class A;549;0.0002501024645559179;0.015795782245478087;486.39665062996966;1607.3907138207348;0.0003358115500304848
Class A;500;0.0003890474275879872;0.019723306601004187;486.39665062996966;1607.3907138207348;0.0003358115500304848
Class A;422;0.000742417352720319;0.027245585331080256;486.39665062996966;1607.3907138207348;0.0003358115500304848
Class A;397;0.0018607434531246934;0.043130454111870664;486.39665062996966;1607.3907138207348;0.0003358115500304848
Class A;402;0.0018854556777029453;0.043414005658017514;486.39665062996966;1607.3907138207348;0.0003358115500304848
Class A;373;0.0018571095109606783;0.043094193185596;486.39665062996966;1607.3907138207348;0.0003358115500304848
Class A;464;0.0010200164727672625;0.03193691088215864;486.39665062996966;1607.3907138207348;0.0003358115500304848
Class A;364;0.0013120071876522464;0.03621299997602468;486.39665062996966;1607.3907138207348;0.0003358115500304848
Class A;405;0.0009012459227427219;0.030009674881654097;486.39665062996966;1607.3907138207348;0.0003358115500304848
Class A;482;0.00021715435883379542;0.014721909366248155;440.79453912963277;1485.7827551953324;0.000343688006978482
Class A;591;0.00018758819421054796;0.013691320013682949;440.79453912963277;1485.7827551953324;0.000343688006978482
Class A;427;0.0006864333705840788;0.02619891952456114;440.79453912963277;1485.7827551953324;0.000343688006978482
Class A;390;0.0012809530746987245;0.035786089967027104;440.79453912963277;1485.7827551953324;0.000343688006978482
Class A;352;0.0012405148461305847;0.03521928101040252;440.79453912963277;1485.7827551953324;0.000343688006978482
Class A;379;0.0010526657017859784;0.03244469660890044;440.79453912963277;1485.7827551953324;0.000343688006978482
Class A;400;0.0010468151782891558;0.03235366731653424;440.79453912963277;1485.7827551953324;0.000343688006978482
Class A;344;0.0023423133808343362;0.0483940355565681;440.79453912963277;1485.7827551953324;0.000343688006978482
Class A;397;0.0007661619158752729;0.02767650807294645;440.79453912963277;1485.7827551953324;0.000343688006978482
Class A;438;0.0003054829862473222;0.017473465330153808;440.79453912963277;1485.7827551953324;0.000343688006978482
Class A;462;0.0002617901072759802;0.016162579082049114;464.3382307023811;1514.9000620034249;0.0011642083991318941
Class A;385;0.00045525505580978155;0.021333437115733066;464.3382307023811;1514.9000620034249;0.0011642083991318941
Class A;372;0.0006610414012587474;0.025709539853705228;464.3382307023811;1514.9000620034249;0.0011642083991318941
Class A;405;0.0006916999704650759;0.026299852886033974;464.3382307023811;1514.9000620034249;0.0011642083991318941
Class A;382;0.0013879662058898247;0.037251038639668804;464.3382307023811;1514.9000620034249;0.0011642083991318941
Class A;381;0.0017120344447321258;0.04137404112169151;464.3382307023811;1514.9000620034249;0.0011642083991318941
Class A;448;0.0006888204613836327;0.026245331549857757;464.3382307023811;1514.9000620034249;0.0011642083991318941
Class A;471;0.0012409933028005374;0.03522615573025125;464.3382307023811;1514.9000620034249;0.0011642083991318941
Class A;342;0.0021995280849029467;0.046898210785140275;464.3382307023811;1514.9000620034249;0.0011642083991318941
Class A;407;0.0007523528406745754;0.027429048018728454;464.3382307023811;1514.9000620034249;0.0011642083991318941
Class A;483;0.00027739743071530633;0.016653523579368987;451.44881136297636;1553.4391376427734;0.0003183457884006202
Class A;413;0.0007983839577257943;0.028254397993427615;451.44881136297636;1553.4391376427734;0.0003183457884006202
Class A;441;0.001136774416731593;0.033715381704633736;451.44881136297636;1553.4391376427734;0.0003183457884006202
Class A;358;0.001229746824101312;0.035065590317447805;451.44881136297636;1553.4391376427734;0.0003183457884006202
Class A;420;0.0010171326949590972;0.031892438058292685;451.44881136297636;1553.4391376427734;0.0003183457884006202
Class A;407;0.000869146909826668;0.02948048004218709;451.44881136297636;1553.4391376427734;0.0003183457884006202
Class A;400;0.0011587858695808488;0.034040418804027514;451.44881136297636;1553.4391376427734;0.0003183457884006202
Class A;577;0.0003837030694897597;0.019582794286823104;451.44881136297636;1553.4391376427734;0.0003183457884006202
Class A;516;0.000277690109234148;0.016664004710376618;382.80646234158604;1423.6176213644624;0.0002642993349581957
Class A;385;0.00044043013929816275;0.02098471053076716;382.80646234158604;1423.6176213644624;0.0002642993349581957
Class A;425;0.0007212734355416615;0.02685492085214463;382.80646234158604;1423.6176213644624;0.0002642993349581957
Class A;406;0.0008058228260488249;0.028383592440479465;382.80646234158604;1423.6176213644624;0.0002642993349581957
Class A;486;0.0008670211219287012;0.029444865851218655;382.80646234158604;1423.6176213644624;0.0002642993349581957
Class A;414;0.0006448860174665848;0.025388247238038765;382.80646234158604;1423.6176213644624;0.0002642993349581957
Class A;430;0.0007579059809601556;0.027513779661456576;382.80646234158604;1423.6176213644624;0.0002642993349581957
Class A;409;0.0009907294912748815;0.03146788929766921;382.80646234158604;1423.6176213644624;0.0002642993349581957
Class A;376;0.0007447352306238221;0.02728978881363204;382.80646234158604;1423.6176213644624;0.0002642993349581957
Class A;382;0.0004424485660953602;0.02103375419550282;382.80646234158604;1423.6176213644624;0.0002642993349581957
Class A;709;0.00014742872748562755;0.012134035660645815;457.6596997637007;1530.0167534918687;0.00031764869345352054
Class A;547;0.0002398019125588083;0.015483092999483517;457.6596997637007;1530.0167534918687;0.00031764869345352054
Class A;368;0.0014438075191671184;0.03799166632132772;457.6596997637007;1530.0167534918687;0.00031764869345352054
Class A;373;0.0013999275381599242;0.03741323793834881;457.6596997637007;1530.0167534918687;0.00031764869345352054
Class A;419;0.0007430029993605179;0.027255034352399895;457.6596997637007;1530.0167534918687;0.00031764869345352054
Class A;383;0.0006549251876325191;0.025589903581542298;457.6596997637007;1530.0167534918687;0.00031764869345352054
Class A;408;0.0006814627276326064;0.02609881642840246;457.6596997637007;1530.0167534918687;0.00031764869345352054
Class A;420;0.00041936758092682186;0.020476764874578463;457.6596997637007;1530.0167534918687;0.00031764869345352054
Class A;512;0.00020499458169797436;0.014317523971953086;372.68793593268737;1343.6644025590317;0.0003025732876267284
Class A;548;0.00025252406470826827;0.01589041303898659;372.68793593268737;1343.6644025590317;0.0003025732876267284
Class A;451;0.0004288677826116327;0.020702470823174036;372.68793593268737;1343.6644025590317;0.0003025732876267284
Class A;481;0.0004742621427285485;0.021777476148667027;372.68793593268737;1343.6644025590317;0.0003025732876267284
